Desc,Image,Price,Rating,Store
"Garansi Resmi 1 Tahun

BERIKUT SPESIFIKASINYA:
NETWORK Technology GSM
Type TFT, 65K colors
Size 2.4 inches,
Dimensions 132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in)
Weight 90.5 g (3.21 oz)
SIM Dual SIM (Mini-SIM, dual stand-by)
Card slot microSD
Phonebook 800 entries
Call records Yes
Internal 4MB
MAIN CAMERA Single VGA
Video Yes
Loudspeaker Yes
3.5mm jack Yes
Bluetooth 3.0
GPS No
Radio FM radio; built-in antenna
USB microUSB 2.0
BATTERY Removable Li-Ion 1020 mAh battery
500 contact list","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/9/976c06f9-c8b9-409b-9351-032bcf347caa.jpg.webp?ect=4g",Rp425.000,4.9,"Indokom Store"
,,,0.0,
,,,0.0,
,,Rp3.435.000,5,duniagadgetku
"Ready Stock *23 November 2021


SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.5 inches, 102.0 cm2 (~81.9% screen-to-body ratio)
PLATFORM OS Android 10, One UI 2.0
Chipset Mediatek MT6739W (28 nm)
CPU Quad-core 1.5 GHz Cortex-A53
GPU PowerVR GE8100
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 2GB RAM
eMMC 5.1
MAIN CAMERA Dual 13 MP, 2 MP,
SELFIE CAMERA Single 5 MP,
BATTERY Type Li-Po 5000 mAh, non-removable","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/24/c5693920-a57c-42f4-90c7-ae0dec41f041.jpg.webp?ect=4g",Rp1.301.000,4.9,Gudang-HP
,,,0.0,
"Samsung Galaxy A52 4G
Varian 8/128Gb dan 8/256Gb
Imei Terdaftar
Garansi resmi Samsung 1thn
Ready Awesome Black, White, Violet
Pilih sesuai varian dan warna

NETWORKTechnologyGSM / HSPA / LTE / 2G bandsGSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)3G bandsHSDPA 850 / 900 / 1900 / 21004G bandsLTE (unspecified) bandsSA/NSASpeedHSPA 42.2/5.76 Mbps, LTE-A, LAUNCHAnnounced2021, March 17StatusComing soon. Exp. release 2021, March 26BODYDimensions159.9 x 75.1 x 8.4 mm (6.30 x 2.96 x 0.33 in)Weight189 g (6.67 oz)SIMSingle SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by) IP67 dust/water resistant (up to 1m for 30 mins)DISPLAYTypeSuper AMOLED, 120Hz, 800 nits (peak)Size6.5 inches, 102.0 cm2 (~84.9% screen-to-body ratio)Resolution1080 x 2400 pixels, 20:9 ratio (~405 ppi density)ProtectionCorning Gorilla Glass 5PLATFORMOSAndroid 11, One UI 3.1ChipsetQualcomm SM7225 Snapdragon 720G (8 nm)CPUOcta-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570)GPUAdreno 619MEMORYCard slotmicroSDXC (uses shared SIM slot)Internal128GB 8GB RAM, 256GB 8GB RAMMAIN CAMERAQuad64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)FeaturesLED flash, panorama, HDRVideo4K@30fps, 1080p@30/120fps; gyro-EISSELFIE CAMERASingle32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µmFeaturesHDRVideo4K@30fps, 1080p@30fpsSOUNDLoudspeakerYes, with stereo speakers3.5mm jackYesCOMMSWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth5.0, A2DP, LEGPSYes, with A-GPS, GLONASS, GALILEO, BDSNFCYes (market/region dependent)RadioUnspecifiedUSBUSB Type-C 2.0, USB On-The-GoFEATURESSensorsFingerprint (under display, optical), accelerometer, gyro, proximity, compassMessagingSMS(threaded view), MMS, Email, Push Email, IMBrowserHTML5 ANT+BATTERYTypeLi-Po 4500 mAh, non-removableChargingFast charging 25W, 50% in 30 min (advertised)","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/18/f9043f8a-f810-41cb-8a09-7d59da748e17.jpg.webp?ect=4g",Rp4.799.000,5,"Pluto sellular"
,,,0.0,
"Jaringan Aman 💯
-Bisa pakai semua kartu/all provider
-Silent Camera (Kamera dapat foto tanpa Suara)
-iCloud bebas Reset, bisa langsung login Apple ID
-Kondisi mulus 95-99%
-Baterai Health rata"" 90% ke atas
-Skor 3utools score ratarata 85 -100

- Semua unit bergaransi reparasi selama 7 hari setelah barang pesanan datang (asal segel aman)
-Fullset ACC Oem","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/21/959ccdaa-ab45-4aba-bc53-bab68f765fef.jpg.webp?ect=4g",Rp3.000.000,4.6,TurunHargaBOS
,,,0.0,
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/27/7ba12b54-e203-4fe9-83f2-5d9988d995f6.jpg.webp?ect=4g",Rp123.000,4.9,"sodo shop"
,,,0.0,
,,,0.0,
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/f46bee0d-a296-4f6f-9ce6-169e70504ef8.jpg.webp?ect=4g",Rp2.677.000,5,Gudang-HP
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
"Ready Stock *23 November 2021

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/anti-crack-samsung-a12


SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.5 inches,
PLATFORM OS Android 10
Chipset Mediatek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
Internal 128GB 6GB RAM
MAIN CAMERA Quad 48 MP, 5 MP, 2 MP, 2 MP,
SELFIE CAMERA Single 8 MP, f/2.2
BATTERY Type Li-Po 5000 mAh, non-removable","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/29/520f7c61-b341-42e1-a829-9cb4cc5b1677.jpg.webp?ect=4g",Rp2.381.000,4.9,Gudang-HP
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/96748ddc-68de-423e-b34b-78818ea0b715.jpg.webp?ect=4g",Rp3.299.900,5,"Shopyz ID"
,,,0.0,
,,,0.0,
"Green Peel
New Product
Garansi Resmi Apple indonesia

Product Air Pods pro Garansi Resmi
mungkin anda menyukainya
https://tokopedia.link/iDujiVpqWab

- Prodak Garansi 364 Hari
( Tidak Sampai Setahun )
Pada saat Aktifasi Connect Wifi

yang dipake dan diliat saat Claimb Garansi Adalah
Tgl Estimasi Expired Atau Nota Pembelian

Mohon Melalukan Pengecekan pada saat pembelian - sebelum Aktifasi


Garansi Resmi Apple
Tidak ada Garansi Toko


imei terdaftar di menki info.

Prodak Prodak Lainnya:
TEMPRED Premium Glass Full Layar :


CASE MAGSAFE Copy:


Tambahkan Apple Adapter::


Atau Variasi Lain Dari Adapter 20 watt Anker Adapter 20 Watt USB-C:


Tambahkan AirPods Pro:


Tambahkan Apple Earpods:","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/2/1bdbd918-e808-40b1-84cb-b8fc89948065.png.webp?ect=4g",Rp10.050.000,5,"PT Pratama Sntra Semesta"
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,Rp117.000,5,Gudang-HP
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/1/25/15e17507-4741-4c54-a282-0511d112e02f.jpg.webp?ect=4g",Rp2.299.900,5,"Shopyz ID"
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
"Dimensi 171.5*77.5*9.2mm
90Hz 6.82” HD+ Ultra Smooth Display
Mediatek Helio G85 Excellent Gaming Perfomance
Baterai 6.000mAh Power Marathon Tech Non-stop Playing
Dar-link Ultimate Game Booster
128GB ROM + 6GB RAM
48MP+2MP+AI Lens with Quad-Flash Light
8MP FF with Dual Flash Light
Triple-slot dengan Dedicated Micro SD Storage hingga 512 GB
Fingerprint & Face Unlock
AndroidTM 11
Garansi Resmi Infinix
Gratis Soft Case
Gratis Screen Protector","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/18/6f5ee224-858b-4282-ae55-a514ad5627ae.jpg.webp?ect=4g",Rp2.074.000,4.9,"Infinix Official Store"
,,,0.0,
,,,0.0,
"SAMSUNG GALAXY M32 6/128GB

GARANSI RESMI SEIN SAMSUNG INDONESIA
IMEI TERDAFTAR DI WEBSITE KEMENPERIN

WARNA TERSEDIA SESUAI VARIAN
- HITAM
- BIRU
- PUTIH

Spesifikasi :

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, June 21
Status Available. Released 2021, June 28
BODY Dimensions 159.3 x 74 x 8.4 mm
Weight 180 g
Build Glass front, plastic frame, plastic back
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type Super AMOLED, 90Hz, 800 nits (HBM)
Size 6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~411 ppi density)
PLATFORM OS Android 11, One UI 3.1
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 128GB, 8GB RAM
eMMC 5.1
MAIN CAMERA Quad 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 1080p@30fps
SELFIE CAMERA Single 20 MP, f/2.2, (wide)
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
NFC Yes
Radio Unspecified
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, compass
Virtual proximity sensing
BATTERY Type Li-Ion 5000 mAh, non-removable
Charging Fast charging 25W","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/96748ddc-68de-423e-b34b-78818ea0b715.jpg.webp?ect=4g",Rp2.899.900,4.9,"Shopyz ID"
,,,0.0,
,,,0.0,
,,,0.0,
"Fitur
Corning Gorilla Glass
Qualcomm Snapdragon 720G - ( 8 nm )

Processor
Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)

Android 11

One UI 3.0
Ram / Memori Internal
6 - 8 GB / 128GB - 256GB

Memori Eksternal

Kamera Belakang
Resolusi
64 MP, f/2.0, 26mm (wide), 1/2.0″, 0.8µm, PDAF OIS
8 MP, f/2.2, 123˚
12 MP, f/2.4,
2 MP, f/2.2,
Fitur
LED flash, panorama, HDR, Video 4K@30fps, 1080p@30/120fps; gyro-EIS
32 MP, f/2.2, 26mm, 1/2.8″, 0.8µm
Fitur HDR, Video 4K@30fps, 1080p@30fps
Kapasitas 5000 mAh
Sensor Fingerprint

GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar).

Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian).
Format:
1. Nama Lengkap
2. Email
3. Nomor HP
4. Type dan warna HP
5. Imei HP
6. Nomor Invoice

Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device.

Benefit:
- Proteksi : Layar, Baterai, Konektor
- Limit Proteksi senilai harga handphone
- Selama 12 bulan
- Klaim lebih dari 1 kali selama limit tersedia

Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) :
a. Rp 55.000 --> HP di bawah 6 juta (Special Promo)
b. Rp 175.000 --> HP di atas 6 juta (Special Promo)

Lebih Detail Mengenai Protego Fix:
http://salvusmart.id/productdetails/protegofix


Promo Menarik Lainnya:

GRATIS Paket Data

• Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan.
pulsa tidak terpotong
• Kuota dapat digunakan untuk seluruh akses data (Main Quota)
• Cara Mendapatkan Bonus Kuota:
a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu
b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store
c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang

Terima Kasih sudah berbelanja di Toko kami","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/27/9b72c015-c425-439b-99b9-ef43da2b29b4.jpg.webp?ect=4g",Rp5.225.000,4.9,SUPER_GADGET
,,,0.0,
,,,0.0,
,,,0.0,
,,,0.0,
"Ready Stock *24 November 2021

SIM Dual SIM (Nano-SIM, dual stand-by)
Size 6.53 inches, 104.7 cm2 (~83.4% screen-to-body ratio)
PLATFORM OS Android 10, MIUI 12
Chipset Qualcomm SM6115 Snapdragon 662 (11 nm)
CPU Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)
GPU Adreno 610
Internal 128GB 6GB RAM
MAIN CAMERA Triple 48 MP, 2 MP, 2 MP,
SELFIE CAMERA Single 8 MP,
BATTERY Type Li-Po 6000 mAh, non-removable","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/c6eeabf7-420f-424d-a326-ce19fb18d1eb.jpg.webp?ect=4g",Rp2.260.000,5,Gudang-HP
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/21/d13b609a-2901-4db6-84ba-e8a77527752c.jpg.webp?ect=4g",Rp1.980.000,5,Gudang-HP
"Ready Stok *24 November 2021

Tambahan extra bubble dan kardus
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

SIM Dual SIM (Nano-SIM, dual stand-by)
Size 6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)
PLATFORM OS Android 10, MIUI 12
Chipset MediaTek Helio G85 (12nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
Internal 128GB 6GB RAM
MAIN CAMERA Quad 48 MP,
8 MP,
2 MP,
2 MP,
SELFIE CAMERA Single 13 MP,
BATTERY Non-removable Li-Po 5020 mAh battery
Charging Fast charging 18W","https://images.tokopedia.net/img/cache/500-square/product-1/2020/6/18/2608727/2608727_a9cc5f8e-5233-4835-81ec-9221fd0c56a6_800_800.webp?ect=4g",Rp2.443.000,4.9,Gudang-HP
,"https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/21/b2503cff-0ae0-47e4-841f-61a8963c8497.jpg.webp?ect=4g",Rp1.678.000,5,Gudang-HP
"Ready Stock *23 November 2021

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/anti-crack-samsung-a12

SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.5 inches,
PLATFORM OS Android 10
Chipset Mediatek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
Internal 128GB 4GB RAM
MAIN CAMERA Quad 48 MP, 5 MP, 2 MP, 2 MP,
SELFIE CAMERA Single 8 MP, f/2.2
BATTERY Type Li-Po 5000 mAh, non-removable","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/23/6baf216f-2cb1-464c-8f86-2f05ca28c3b4.jpg.webp?ect=4g",Rp2.154.000,4.9,Gudang-HP
,,,0.0,
,,,0.0,
